Date,Open,High,Low,Close,Adj Close,Volume
2010-11-15,0.3330000042915344,0.33774998784065247,0.3267500102519989,0.32749998569488525,0.3003661036491394,733548000.0
2010-11-16,0.32199999690055847,0.3264999985694885,0.31725001335144043,0.3177500069141388,0.2914239764213562,739356000.0
2010-11-17,0.3174999952316284,0.3267500102519989,0.31450000405311584,0.3230000138282776,0.2962389886379242,551764000.0
2010-11-18,0.32725000381469727,0.3362500071525574,0.32725000381469727,0.3330000042915344,0.3054104745388031,993120000.0
2010-11-19,0.3322499990463257,0.3449999988079071,0.3317500054836273,0.34375,0.3152697682380676,716484000.0
2010-11-20,,,,,,
2010-11-21,,,,,,
2010-11-22,0.34150001406669617,0.34599998593330383,0.3384999930858612,0.3440000116825104,0.315498948097229,462668000.0
2010-11-23,0.3400000035762787,0.3434999883174896,0.3334999978542328,0.335999995470047,0.30816179513931274,457832000.0
2010-11-24,0.3395000100135803,0.34549999237060547,0.33924999833106995,0.34424999356269836,0.3157283365726471,397784000.0
2010-11-25,,,,,,
2010-11-26,0.3440000116825104,0.34599998593330383,0.3400000035762787,0.3400000035762787,0.3118304908275604,143104000.0
2010-11-27,,,,,,
2010-11-28,,,,,,
2010-11-29,0.3384999930858612,0.3449999988079071,0.3370000123977661,0.34375,0.3152697682380676,468192000.0
2010-11-30,0.3384999930858612,0.34200000762939453,0.33399999141693115,0.3402499854564667,0.3120596408843994,720936000.0
2010-12-01,0.34700000286102295,0.35749998688697815,0.3465000092983246,0.3552500009536743,0.32581695914268494,626536000.0
2010-12-02,0.3552500009536743,0.3617500066757202,0.35499998927116394,0.359499990940094,0.3297147750854492,529316000.0
2010-12-03,0.3577499985694885,0.3697499930858612,0.3569999933242798,0.3697499930858612,0.33911558985710144,606044000.0
2010-12-04,,,,,,
2010-12-05,,,,,,
2010-12-06,0.3709999918937683,0.37174999713897705,0.36125001311302185,0.36274999380111694,0.33269554376602173,438424000.0
2010-12-07,0.3712500035762787,0.38324999809265137,0.37049999833106995,0.37450000643730164,0.3434720039367676,1026812000.0
2010-12-08,0.37400001287460327,0.3817499876022339,0.3712500035762787,0.3777500092983246,0.3464527130126953,613252000.0
2010-12-09,0.3687500059604645,0.37400001287460327,0.3634999990463257,0.3714999854564667,0.34072068333625793,942408000.0
2010-12-10,0.3714999854564667,0.37724998593330383,0.37049999833106995,0.3737500011920929,0.34278419613838196,451900000.0
2010-12-11,,,,,,
2010-12-12,,,,,,
2010-12-13,0.3752500116825104,0.37599998712539673,0.3632499873638153,0.3642500042915344,0.3340713381767273,609108000.0
2010-12-14,0.3712500035762787,0.3779999911785126,0.3642500042915344,0.3647499978542328,0.3345298171043396,755160000.0
2010-12-15,0.36550000309944153,0.3700000047683716,0.35624998807907104,0.3567500114440918,0.3271928131580353,624176000.0
2010-12-16,0.3605000078678131,0.36250001192092896,0.35624998807907104,0.35725000500679016,0.3276512324810028,631872000.0
2010-12-17,0.35749998688697815,0.36125001311302185,0.35324999690055847,0.359250009059906,0.32948556542396545,593156000.0
2010-12-18,,,,,,
2010-12-19,,,,,,
2010-12-20,0.3605000078678131,0.3622500002384186,0.35749998688697815,0.3577499985694885,0.32810989022254944,344088000.0
2010-12-21,0.36125001311302185,0.37174999713897705,0.3610000014305115,0.37174999713897705,0.3409498929977417,466952000.0
2010-12-22,0.3709999918937683,0.3762499988079071,0.3675000071525574,0.37575000524520874,0.3446184992790222,477988000.0
2010-12-23,0.37575000524520874,0.37575000524520874,0.3714999854564667,0.37299999594688416,0.34209638833999634,273784000.0
2010-12-24,,,,,,
2010-12-25,,,,,,
2010-12-26,,,,,,
2010-12-27,0.3720000088214874,0.3777500092983246,0.36524999141693115,0.375,0.34393054246902466,255500000.0
2010-12-28,0.375,0.3774999976158142,0.3712500035762787,0.3734999895095825,0.3425549268722534,194260000.0
2010-12-29,0.37325000762939453,0.3762499988079071,0.3700000047683716,0.3734999895095825,0.3425549268722534,177660000.0
2010-12-30,0.37299999594688416,0.37700000405311584,0.37174999713897705,0.3747499883174896,0.3437013626098633,174488000.0
2010-12-31,0.375,0.3855000138282776,0.37450000643730164,0.38499999046325684,0.3531021773815155,391252000.0
2011-01-01,,,,,,
2011-01-02,,,,,,
2011-01-03,0.3880000114440918,0.39925000071525574,0.38749998807907104,0.3955000042915344,0.3627322316169739,817448000.0
2011-01-04,0.39625000953674316,0.39800000190734863,0.3855000138282776,0.3942500054836273,0.361585795879364,651384000.0
2011-01-05,0.40149998664855957,0.42500001192092896,0.39750000834465027,0.4244999885559082,0.3893294334411621,1428216000.0
2011-01-06,0.43549999594688416,0.48350000381469727,0.43424999713897705,0.4832499921321869,0.4432118833065033,3493312000.0
2011-01-07,0.4777500033378601,0.49825000762939453,0.46700000762939453,0.49674999713897705,0.455593466758728,2579984000.0
2011-01-08,,,,,,
2011-01-09,,,,,,
2011-01-10,0.48774999380111694,0.5167499780654907,0.48399999737739563,0.515749990940094,0.4730192720890045,1750348000.0
2011-01-11,0.5227500200271606,0.5277500152587891,0.49674999713897705,0.5077499747276306,0.4656819701194763,2711088000.0
2011-01-12,0.5080000162124634,0.5842499732971191,0.5062500238418579,0.5837500095367432,0.5353853106498718,3431896000.0
2011-01-13,0.5774999856948853,0.5960000157356262,0.559499979019165,0.5847499966621399,0.5363025069236755,2695192000.0
2011-01-14,0.5747500061988831,0.5995000004768372,0.5712500214576721,0.5897499918937683,0.5408883094787598,1595352000.0
2011-01-15,,,,,,
2011-01-16,,,,,,
2011-01-17,,,,,,
2011-01-18,0.5817499756813049,0.5857499837875366,0.5617499947547913,0.5759999752044678,0.528277575969696,1813348000.0
2011-01-19,0.5762500166893005,0.5899999737739563,0.5590000152587891,0.5602499842643738,0.513832151889801,1197896000.0
2011-01-20,0.5547500252723694,0.5640000104904175,0.5447499752044678,0.5607500076293945,0.5142909288406372,1111408000.0
2011-01-21,0.5667499899864197,0.5747500061988831,0.5544999837875366,0.5554999709129333,0.5094759464263916,739244000.0
2011-01-22,,,,,,
2011-01-23,,,,,,
2011-01-24,0.5809999704360962,0.6262500286102295,0.5745000243186951,0.6182500123977661,0.5670269131660461,2056900000.0
2011-01-25,0.6154999732971191,0.621999979019165,0.5952500104904175,0.5992500185966492,0.5496010780334473,1086856000.0
2011-01-26,0.6054999828338623,0.625,0.6012499928474426,0.6134999990463257,0.5626703500747681,1074660000.0
2011-01-27,0.6222500205039978,0.6237499713897705,0.6000000238418579,0.6117500066757202,0.561065673828125,657396000.0
2011-01-28,0.6132500171661377,0.6234999895095825,0.5799999833106995,0.593999981880188,0.544786274433136,1094796000.0
2011-01-29,,,,,,
2011-01-30,,,,,,
2011-01-31,0.5950000286102295,0.606249988079071,0.5852500200271606,0.5979999899864197,0.548454761505127,750160000.0
2011-02-01,0.6032500267028809,0.6162499785423279,0.5992500185966492,0.6117500066757202,0.561065673828125,654104000.0
2011-02-02,0.6082500219345093,0.6542500257492065,0.6082500219345093,0.6395000219345093,0.5865163207054138,1606616000.0
2011-02-03,0.640500009059906,0.640500009059906,0.6137499809265137,0.6274999976158142,0.5755106806755066,1030776000.0
2011-02-04,0.6362500190734863,0.6467499732971191,0.6337500214576721,0.6417499780654907,0.5885801315307617,872900000.0
2011-02-05,,,,,,
2011-02-06,,,,,,
2011-02-07,0.6330000162124634,0.6357499957084656,0.6127499938011169,0.6150000095367432,0.5640462636947632,934236000.0
2011-02-08,0.6157500147819519,0.6197500228881836,0.593999981880188,0.596750020980835,0.5473082661628723,1076584000.0
2011-02-09,0.5989999771118164,0.6050000190734863,0.5715000033378601,0.5822499990463257,0.5340097546577454,1277520000.0
2011-02-10,0.5692499876022339,0.5802500247955322,0.5649999976158142,0.5705000162124634,0.5232332348823547,1042352000.0
2011-02-11,0.5684999823570251,0.6052500009536743,0.559249997138977,0.5867499709129333,0.5381367802619934,1359276000.0
2011-02-12,,,,,,
2011-02-13,,,,,,
2011-02-14,0.59375,0.612500011920929,0.5755000114440918,0.577750027179718,0.5298823714256287,1287828000.0
2011-02-15,0.5787500143051147,0.5807499885559082,0.5612499713897705,0.5637500286102295,0.5170423984527588,886980000.0
2011-02-16,0.5712500214576721,0.5927500128746033,0.5692499876022339,0.5845000147819519,0.5360732078552246,1318364000.0
2011-02-17,0.5680000185966492,0.6502500176429749,0.5652499794960022,0.6420000195503235,0.5888093113899231,3470096000.0
2011-02-18,0.6384999752044678,0.6487500071525574,0.6307500004768372,0.640749990940094,0.5876628160476685,1394412000.0
2011-02-19,,,,,,
2011-02-20,,,,,,
2011-02-21,,,,,,
2011-02-22,0.6197500228881836,0.6215000152587891,0.578249990940094,0.5802500247955322,0.5321751236915588,1396648000.0
2011-02-23,0.5802500247955322,0.5857499837875366,0.5444999933242798,0.5527499914169312,0.5069538354873657,1491604000.0
2011-02-24,0.5554999709129333,0.5759999752044678,0.5515000224113464,0.5662500262260437,0.5193353891372681,1246120000.0
2011-02-25,0.5814999938011169,0.5874999761581421,0.5734999775886536,0.578000009059906,0.5301117300987244,775652000.0
2011-02-26,,,,,,
2011-02-27,,,,,,
2011-02-28,0.5874999761581421,0.5877500176429749,0.5534999966621399,0.5665000081062317,0.5195643901824951,903696000.0
2011-03-01,0.5674999952316284,0.5747500061988831,0.5412499904632568,0.5412499904632568,0.49640631675720215,988448000.0
2011-03-02,0.5404999852180481,0.5507500171661377,0.5062500238418579,0.518750011920929,0.4757707118988037,1718140000.0
2011-03-03,0.5307499766349792,0.5337499976158142,0.5059999823570251,0.5217499732971191,0.47852227091789246,1593704000.0
2011-03-04,0.5222499966621399,0.5274999737739563,0.5132499933242798,0.5189999938011169,0.47599998116493225,959760000.0
2011-03-05,,,,,,
2011-03-06,,,,,,
2011-03-07,0.5227500200271606,0.5245000123977661,0.4987500011920929,0.5117499828338623,0.46935057640075684,1019140000.0
2011-03-08,0.5172500014305115,0.5199999809265137,0.4779999852180481,0.48875001072883606,0.44825634360313416,1947184000.0
2011-03-09,0.4872500002384186,0.492000013589859,0.4742499887943268,0.47850000858306885,0.43885552883148193,1318976000.0
2011-03-10,0.4675000011920929,0.47099998593330383,0.44749999046325684,0.4480000138282776,0.41088244318962097,1722736000.0
2011-03-11,0.4517500102519989,0.4637500047683716,0.4415000081062317,0.45124998688697815,0.41386327147483826,1486832000.0
2011-03-12,,,,,,
2011-03-13,,,,,,
2011-03-14,0.4547500014305115,0.4662500023841858,0.44749999046325684,0.45500001311302185,0.4173024594783783,1003360000.0
2011-03-15,0.43274998664855957,0.4490000009536743,0.42524999380111694,0.4415000081062317,0.4049209952354431,1256280000.0
2011-03-16,0.4375,0.45875000953674316,0.4325000047683716,0.43825000524520874,0.401940256357193,1476520000.0
2011-03-17,0.44999998807907104,0.4507499933242798,0.4300000071525574,0.4465000033378601,0.40950673818588257,1238516000.0
2011-03-18,0.45350000262260437,0.45500001311302185,0.4399999976158142,0.4404999911785126,0.40400391817092896,886960000.0
2011-03-19,,,,,,
2011-03-20,,,,,,
2011-03-21,0.44999998807907104,0.4544999897480011,0.43950000405311584,0.4440000057220459,0.40721383690834045,751832000.0
2011-03-22,0.4427500069141388,0.44699999690055847,0.43424999713897705,0.4362500011920929,0.4001060426235199,718332000.0
2011-03-23,0.43549999594688416,0.4465000033378601,0.4259999990463257,0.445250004529953,0.4083603620529175,782396000.0
2011-03-24,0.4547500014305115,0.48625001311302185,0.45375001430511475,0.4807499945163727,0.44091910123825073,1780592000.0
2011-03-25,0.48500001430511475,0.48625001311302185,0.4650000035762787,0.4657500088214874,0.4271617829799652,1196392000.0
2011-03-26,,,,,,
2011-03-27,,,,,,
2011-03-28,0.476749986410141,0.4909999966621399,0.4724999964237213,0.4830000102519989,0.4429827332496643,1204284000.0
2011-03-29,0.4830000102519989,0.48475000262260437,0.4727500081062317,0.4792500138282776,0.43954339623451233,715764000.0
2011-03-30,0.4830000102519989,0.48500001430511475,0.45524999499320984,0.4612500071525574,0.4230346977710724,1176320000.0
2011-03-31,0.4620000123977661,0.46700000762939453,0.453000009059906,0.46149998903274536,0.4232638478279114,655112000.0
2011-04-01,0.4675000011920929,0.46799999475479126,0.44874998927116394,0.45500001311302185,0.4173024594783783,850072000.0
2011-04-02,,,,,,
2011-04-03,,,,,,
2011-04-04,0.45500001311302185,0.45625001192092896,0.43549999594688416,0.4387499988079071,0.40239888429641724,924328000.0
2011-04-05,0.445250004529953,0.44874998927116394,0.43849998712539673,0.43950000405311584,0.40308672189712524,821076000.0
2011-04-06,0.4427500069141388,0.44325000047683716,0.43274998664855957,0.43650001287460327,0.40033525228500366,856984000.0
2011-04-07,0.4375,0.45524999499320984,0.43575000762939453,0.45249998569488525,0.41500967741012573,1021208000.0
2011-04-08,0.4560000002384186,0.4560000002384186,0.4375,0.4387499988079071,0.40239888429641724,746552000.0
2011-04-09,,,,,,
2011-04-10,,,,,,
2011-04-11,0.4404999911785126,0.4427500069141388,0.4282500147819519,0.43299999833106995,0.3971252143383026,546208000.0
2011-04-12,0.42875000834465027,0.4372499883174896,0.4207499921321869,0.43424999713897705,0.3982716500759125,840756000.0
2011-04-13,0.4387499988079071,0.4467499852180481,0.4332500100135803,0.4440000057220459,0.40721383690834045,749588000.0
2011-04-14,0.4399999976158142,0.46299999952316284,0.4375,0.46274998784065247,0.4244103729724884,1254704000.0
2011-04-15,0.45925000309944153,0.47350001335144043,0.4569999873638153,0.46775001287460327,0.42899614572525024,969720000.0
2011-04-16,,,,,,
2011-04-17,,,,,,
2011-04-18,0.4567500054836273,0.4597499966621399,0.4449999928474426,0.45225000381469727,0.41478028893470764,743584000.0
2011-04-19,0.45249998569488525,0.4542500078678131,0.43825000524520874,0.4505000114440918,0.413175493478775,659860000.0
2011-04-20,0.46700000762939453,0.4737499952316284,0.4567500054836273,0.46424999833106995,0.4257861077785492,650516000.0
2011-04-21,0.46924999356269836,0.4722500145435333,0.4620000123977661,0.46299999952316284,0.4246397316455841,421300000.0
2011-04-22,,,,,,
2011-04-23,,,,,,
2011-04-24,,,,,,
2011-04-25,0.4650000035762787,0.4779999852180481,0.4647499918937683,0.4702500104904175,0.43128907680511475,619612000.0
2011-04-26,0.4742499887943268,0.4872500002384186,0.46950000524520874,0.48249998688697815,0.4425240755081177,676000000.0
2011-04-27,0.48500001430511475,0.48500001430511475,0.4724999964237213,0.48249998688697815,0.4425240755081177,450004000.0
2011-04-28,0.48249998688697815,0.4975000023841858,0.47699999809265137,0.48774999380111694,0.44733908772468567,684000000.0
2011-04-29,0.4909999966621399,0.5109999775886536,0.49024999141693115,0.5,0.45857417583465576,836000000.0
2011-04-30,,,,,,
2011-05-01,,,,,,
2011-05-02,0.5105000138282776,0.5107499957084656,0.4907500147819519,0.4932500123977661,0.4523833990097046,613824000.0
2011-05-03,0.48750001192092896,0.48899999260902405,0.4637500047683716,0.46974998712539673,0.4308304190635681,808000000.0
2011-05-04,0.4712499976158142,0.476500004529953,0.45750001072883606,0.4662500023841858,0.4276203215122223,639356000.0
2011-05-05,0.4625000059604645,0.47200000286102295,0.45625001192092896,0.46650001406669617,0.42784973978996277,544000000.0
2011-05-06,0.4762499928474426,0.48750001192092896,0.4724999964237213,0.4830000102519989,0.4429827332496643,841080000.0
2011-05-07,,,,,,
2011-05-08,,,,,,
2011-05-09,0.484499990940094,0.4962500035762787,0.4832499921321869,0.4937500059604645,0.4528420865535736,706328000.0
2011-05-10,0.49775001406669617,0.49825000762939453,0.4894999861717224,0.4945000112056732,0.453529953956604,690976000.0
2011-05-11,0.4970000088214874,0.5019999742507935,0.49000000953674316,0.49674999713897705,0.455593466758728,616000000.0
2011-05-12,0.4950000047683716,0.5130000114440918,0.4937500059604645,0.512499988079071,0.47003859281539917,1224000000.0
2011-05-13,0.47999998927116394,0.48124998807907104,0.453000009059906,0.45649999380111694,0.41867831349372864,2025192000.0
2011-05-14,,,,,,
2011-05-15,,,,,,
2011-05-16,0.45524999499320984,0.45625001192092896,0.44225001335144043,0.4424999952316284,0.40583813190460205,728188000.0
2011-05-17,0.4410000145435333,0.4412499964237213,0.42800000309944153,0.44075000286102295,0.4042331576347351,1420364000.0
2011-05-18,0.4424999952316284,0.4547500014305115,0.4410000145435333,0.45100000500679016,0.41363388299942017,658844000.0
2011-05-19,0.4544999897480011,0.4547500014305115,0.4377500116825104,0.44449999928474426,0.4076724350452423,650884000.0
2011-05-20,0.44350001215934753,0.453249990940094,0.4415000081062317,0.45225000381469727,0.41478028893470764,575820000.0
2011-05-21,,,,,,
2011-05-22,,,,,,
2011-05-23,0.44574999809265137,0.45500001311302185,0.4399999976158142,0.4517500102519989,0.41432181000709534,588000000.0
2011-05-24,0.45399999618530273,0.4717499911785126,0.45274999737739563,0.45350000262260437,0.4159267842769623,720372000.0
2011-05-25,0.45124998688697815,0.4620000123977661,0.4467499852180481,0.45899999141693115,0.4209710657596588,545312000.0
2011-05-26,0.45899999141693115,0.47450000047683716,0.45774999260902405,0.47049999237060547,0.4315182864665985,706436000.0
2011-05-27,0.4724999964237213,0.4882499873638153,0.47200000286102295,0.48750001192092896,0.4471098482608795,658824000.0
2011-05-28,,,,,,
2011-05-29,,,,,,
2011-05-30,,,,,,
2011-05-31,0.4970000088214874,0.5012500286102295,0.48500001430511475,0.5009999871253967,0.45949143171310425,1200716000.0
